JobID,Skills,Experience,Internships,Certificates,Projects,Education
29622,"Java, Spring Boot, MySQL",3+ years,Internship in AI Research,Google Android Cert,E-learning Platform,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
29623,"UI/UX, Figma, Adobe XD",2+ years,Internship in Web Company,Embedded Cert,"E-commerce Website, Banking App","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
29624,"AI, Deep Learning, TensorFlow",Fresher,Internship at Security Firm,AWS Architect Cert,"Firewall Project, Pen Testing","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
29625,"Android, Kotlin, Firebase",Fresher,Internship in AI Research,Data Science Cert,"Firewall Project, Pen Testing","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
29626,"Data Science, Pandas, NLP",2+ years,Internship in IoT Lab,Embedded Cert,"Firewall Project, Pen Testing","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
29627,"Android, Kotlin, Firebase",2+ years,Internship in Cloud Services,Full Stack Cert,Smart Home System,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
29628,"Java, Spring Boot, MySQL",3+ years,Internship at IT company,AWS Architect Cert,Food Delivery App,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
29629,"Python, Django, Machine Learning",2+ years,Internship in Mobile Dev,Oracle Java Cert,"Chatbot, ATS Score System","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
29630,"Data Science, Pandas, NLP",3+ years,Internship in IoT Lab,Oracle Java Cert,Food Delivery App,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
29631,"Android, Kotlin, Firebase",Fresher,Internship in IoT Lab,Embedded Cert,Food Delivery App,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
29632,"React, Node.js, MongoDB",Fresher,Internship in Design,Data Science Cert,"Built ATS system, Spam Classifier","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
29633,"Data Science, Pandas, NLP",Fresher,Internship in Web Company,Data Science Cert,"E-commerce Website, Banking App","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
29634,"UI/UX, Figma, Adobe XD",2+ years,Internship in Mobile Dev,"AWS Certified, Python Certified","Chatbot, ATS Score System","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
29635,"UI/UX, Figma, Adobe XD",Fresher,Internship in Analytics,Google Android Cert,"Firewall Project, Pen Testing","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
29636,"UI/UX, Figma, Adobe XD",3+ years,Internship in AI Research,"AWS Certified, Python Certified",Smart Home System,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
29637,"C, Embedded Systems, IoT",1+ years,Internship in AI Research,AWS Architect Cert,"Chatbot, ATS Score System","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
29638,"C, Embedded Systems, IoT",Fresher,Internship in Web Company,Embedded Cert,CI/CD Pipeline,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
29639,"Cybersecurity, Networking, Linux",2+ years,Internship at Startup,Oracle Java Cert,Food Delivery App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
29640,"Java, Spring Boot, MySQL",Fresher,Internship at Startup,"AWS Certified, Python Certified",CI/CD Pipeline,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
29641,"AI, Deep Learning, TensorFlow",1+ years,Internship in Mobile Dev,Embedded Cert,"Built ATS system, Spam Classifier","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
29642,"Cloud Computing, AWS, DevOps",2+ years,Internship in Cloud Services,Full Stack Cert,"Chatbot, ATS Score System","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
29643,"React, Node.js, MongoDB",2+ years,Internship in Mobile Dev,CEH Cert,"Built ATS system, Spam Classifier","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
29644,"Android, Kotlin, Firebase",3+ years,Internship in Design,TensorFlow Cert,Social Media App,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
29645,"UI/UX, Figma, Adobe XD",2+ years,Internship in Design,CEH Cert,Image Recognition System,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
29646,"AI, Deep Learning, TensorFlow",Fresher,Internship in AI Research,AWS Architect Cert,Smart Home System,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
29647,"AI, Deep Learning, TensorFlow",1+ years,Internship in AI Research,UI/UX Cert,Image Recognition System,"B.Des Design, Bachelor of Design, Design Engineering"
29648,"UI/UX, Figma, Adobe XD",1+ years,Internship at Startup,Google Android Cert,CI/CD Pipeline,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
29649,"Cybersecurity, Networking, Linux",1+ years,Internship in Web Company,CEH Cert,"Built ATS system, Spam Classifier","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
29650,"Android, Kotlin, Firebase",1+ years,Internship in Mobile Dev,Embedded Cert,CI/CD Pipeline,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
29651,"Cloud Computing, AWS, DevOps",Fresher,Internship in AI Research,TensorFlow Cert,E-learning Platform,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
29652,"Cloud Computing, AWS, DevOps",1+ years,Internship in IoT Lab,Embedded Cert,"Firewall Project, Pen Testing","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
29653,"Cloud Computing, AWS, DevOps",Fresher,Internship in Analytics,"AWS Certified, Python Certified",Social Media App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
29654,"Cybersecurity, Networking, Linux",2+ years,Internship in Cloud Services,Embedded Cert,Food Delivery App,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
29655,"React, Node.js, MongoDB",Fresher,Internship at Startup,Google Android Cert,E-learning Platform,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
29656,"Android, Kotlin, Firebase",2+ years,Internship at Startup,CEH Cert,Social Media App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
29657,"Android, Kotlin, Firebase",3+ years,Internship at Startup,AWS Architect Cert,Food Delivery App,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
29658,"Cybersecurity, Networking, Linux",1+ years,Internship in Mobile Dev,Data Science Cert,"Firewall Project, Pen Testing","B.Des Design, Bachelor of Design, Design Engineering"
29659,"Java, Spring Boot, MySQL",1+ years,Internship in Web Company,UI/UX Cert,E-learning Platform,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
29660,"UI/UX, Figma, Adobe XD",2+ years,Internship at Startup,"AWS Certified, Python Certified","Firewall Project, Pen Testing","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
29661,"Python, Django, Machine Learning",2+ years,Internship at Startup,Embedded Cert,"Built ATS system, Spam Classifier","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
29662,"Java, Spring Boot, MySQL",Fresher,Internship at Startup,Google Android Cert,Image Recognition System,"MBA, Master of Business Administration, Management Studies"
29663,"React, Node.js, MongoDB",2+ years,Internship in Web Company,Oracle Java Cert,Social Media App,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
29664,"Cybersecurity, Networking, Linux",2+ years,Internship at Security Firm,Google Android Cert,E-learning Platform,"MBA, Master of Business Administration, Management Studies"
29665,"Python, Django, Machine Learning",Fresher,Internship in Mobile Dev,AWS Architect Cert,Food Delivery App,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
29666,"React, Node.js, MongoDB",1+ years,Internship in Web Company,CEH Cert,"Chatbot, ATS Score System","MBA, Master of Business Administration, Management Studies"
29667,"Android, Kotlin, Firebase",2+ years,Internship in Design,Full Stack Cert,Food Delivery App,"MBA, Master of Business Administration, Management Studies"
29668,"Android, Kotlin, Firebase",Fresher,Internship in Web Company,"AWS Certified, Python Certified",Social Media App,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
29669,"Python, Django, Machine Learning",Fresher,Internship at Security Firm,UI/UX Cert,Smart Home System,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
29670,"Cloud Computing, AWS, DevOps",1+ years,Internship in Mobile Dev,CEH Cert,"E-commerce Website, Banking App","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
29671,"Python, Django, Machine Learning",1+ years,Internship at Startup,AWS Architect Cert,Social Media App,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
29672,"Android, Kotlin, Firebase",3+ years,Internship in Web Company,TensorFlow Cert,"Built ATS system, Spam Classifier","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
29673,"Android, Kotlin, Firebase",3+ years,Internship in Analytics,Data Science Cert,Food Delivery App,"MBA, Master of Business Administration, Management Studies"
29674,"Cybersecurity, Networking, Linux",3+ years,Internship in Design,Data Science Cert,"Chatbot, ATS Score System","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
29675,"Android, Kotlin, Firebase",Fresher,Internship at IT company,Full Stack Cert,Social Media App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
29676,"Cloud Computing, AWS, DevOps",Fresher,Internship at IT company,CEH Cert,"E-commerce Website, Banking App","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
29677,"Cloud Computing, AWS, DevOps",2+ years,Internship in Mobile Dev,AWS Architect Cert,"E-commerce Website, Banking App","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
29678,"Python, Django, Machine Learning",2+ years,Internship in IoT Lab,Data Science Cert,"Chatbot, ATS Score System","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
29679,"React, Node.js, MongoDB",2+ years,Internship in Mobile Dev,CEH Cert,Image Recognition System,"MBA, Master of Business Administration, Management Studies"
29680,"React, Node.js, MongoDB",3+ years,Internship in Web Company,UI/UX Cert,Smart Home System,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
29681,"AI, Deep Learning, TensorFlow",3+ years,Internship in AI Research,Embedded Cert,Food Delivery App,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
29682,"UI/UX, Figma, Adobe XD",1+ years,Internship in IoT Lab,Google Android Cert,"Firewall Project, Pen Testing","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
29683,"Data Science, Pandas, NLP",2+ years,Internship in AI Research,Data Science Cert,Social Media App,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
29684,"Cloud Computing, AWS, DevOps",2+ years,Internship in IoT Lab,Oracle Java Cert,Image Recognition System,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
29685,"Cybersecurity, Networking, Linux",3+ years,Internship in Cloud Services,TensorFlow Cert,"E-commerce Website, Banking App","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
29686,"Java, Spring Boot, MySQL",2+ years,Internship in Design,UI/UX Cert,"Firewall Project, Pen Testing","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
29687,"React, Node.js, MongoDB",2+ years,Internship at IT company,Data Science Cert,Social Media App,"MBA, Master of Business Administration, Management Studies"
29688,"Cybersecurity, Networking, Linux",3+ years,Internship in AI Research,Data Science Cert,"Built ATS system, Spam Classifier","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
29689,"Cloud Computing, AWS, DevOps",1+ years,Internship at Startup,TensorFlow Cert,Smart Home System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
29690,"Python, Django, Machine Learning",2+ years,Internship in Web Company,Oracle Java Cert,"E-commerce Website, Banking App","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
29691,"Android, Kotlin, Firebase",3+ years,Internship in Web Company,TensorFlow Cert,"Firewall Project, Pen Testing","B.Des Design, Bachelor of Design, Design Engineering"
29692,"Android, Kotlin, Firebase",3+ years,Internship at Startup,AWS Architect Cert,Social Media App,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
29693,"Java, Spring Boot, MySQL",Fresher,Internship at IT company,Full Stack Cert,"Built ATS system, Spam Classifier","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
